title,title_sentiment_score,text_sentiment_score,date,rating
" 1000th review
",0.0,0.8793,2021-03-28 00:00:00,10
" nice movie
",0.4215,-0.9022,2021-03-27 00:00:00,8
" Furious first half, lacklustre latter
",-0.5719,-0.9452,2021-03-27 00:00:00,6
" Didn't watch it for its accuracy I watched it for its action.
",0.0,-0.9338,2021-03-22 00:00:00,8
" Not a Brad Pit fan....
",0.0,0.7217,2021-03-19 00:00:00,8
" Fury (about the historically incorrect tactics)
",-0.5719,-0.6199,2021-03-15 00:00:00,7
" Unrealistic. Paints that the Germans can't shoot...
",0.0,-0.9715,2021-03-10 00:00:00,4
" ClichÃ© fest
",0.0,-0.1027,2021-03-08 00:00:00,3
" This movie is missing something
",-0.296,0.8641,2021-03-01 00:00:00,6
" The final scene ruins what could have been a great (though historically unaccurate) movie
",0.296,-0.9463,2021-02-27 00:00:00,5
" Excellent
",0.5719,0.6696,2021-02-17 00:00:00,10
" The 2nd best war movie I've ever seen (big war movie buff here)
",-0.5574,0.5468,2021-02-10 00:00:00,10
" Too harsh
",-0.4404,-0.9313,2021-02-03 00:00:00,7
" Wow, tough crowd!
",0.5562,0.954,2021-02-01 00:00:00,9
" Loved it.
",0.5994,0.7906,2021-01-31 00:00:00,10
" Seems like Brad wanted to have his own Private Ryan
",0.3612,0.9182,2021-01-24 00:00:00,8
" Stupidest war movie ever
",-0.8074,-0.6908,2021-01-18 00:00:00,1
" A decent enough film.
",0.0,-0.6575,2021-01-17 00:00:00,7
" POINTLESS VIOLENT MOVIE
",-0.5994,0.9473,2021-01-08 00:00:00,1
" Ideals are peaceful, History is violent
",0.0258,0.8126,2021-01-07 00:00:00,9
" Compelling & terrific
",0.6124,-0.7783,2021-01-04 00:00:00,8
" Great movie
",0.6249,0.4019,2021-01-02 00:00:00,8
" Solid but not very realistic
",0.0772,-0.308,2020-12-30 00:00:00,7
" TANKS IN ACTION
",0.0,0.3431,2020-12-27 00:00:00,10
" A powerful film
",0.4215,-0.8883,2020-12-22 00:00:00,8
" Fury Review
",-0.5719,0.94,2020-12-19 00:00:00,8
" This movie could have been good, but it sucked instead.
",-0.4678,0.5865,2020-12-19 00:00:00,3
" This movie is more accurate than you believe. Highly Recommended
",0.2716,0.9672,2020-12-18 00:00:00,9
" Basically boring until it ain't.
",-0.3182,0.4588,2020-12-16 00:00:00,6
" A below average war movie
",-0.5994,-0.5994,2020-12-10 00:00:00,4
" Entertaining but not educational.
",0.2382,0.8014,2020-12-03 00:00:00,6
" Such a waste of good talent
",0.4404,0.8934,2020-11-28 00:00:00,5
" Loved it
",0.5994,0.8374,2020-11-21 00:00:00,8
" Not worth watching
",-0.1695,-0.7665,2020-11-21 00:00:00,3
" Shia + Brad Pitt shine
",0.0,-0.0317,2020-11-21 00:00:00,7
" There is no word for this amazing movie
",0.5106,0.8973,2020-11-20 00:00:00,10
" Who were the bad guys again?
",-0.5423,-0.9862,2020-11-15 00:00:00,2
" Surprised
",0.2263,-0.0258,2020-11-14 00:00:00,8
" Call of duty WW2 THE MOVIEðŸ˜‚
",0.0,0.0387,2020-11-07 00:00:00,5
" Far-fetched but fierce, brutal WWII action film
",-0.7684,-0.9922,2020-11-03 00:00:00,9
" Excellent war movie - Pitt at his best
",0.6124,-0.0821,2020-11-02 00:00:00,9
" Pretty good overall
",0.7269,-0.9845,2020-10-31 00:00:00,7
" Honest review
",0.5106,0.647,2020-10-15 00:00:00,5
" Ohhh just watch american hero
",0.5574,-0.6908,2020-10-09 00:00:00,2
" ClichÃ© isn't quite a harsh enough word
",0.3865,0.963,2020-10-07 00:00:00,6
" Fantastic
",0.5574,0.7906,2020-10-02 00:00:00,8
" Almost really good
",0.4432,-0.5023,2020-09-27 00:00:00,6
" WW2 in Hollywood
",0.0,0.0,2020-09-25 00:00:00,1
" No fury, but FLUFFY. No real credibility. Cliche dialogues. Average direction. Lots of cruel slaughter scenes though for those who love that kind of stuff...
",-0.631,-0.1491,2020-09-24 00:00:00,5
" Another cheesy war movie.
",-0.5994,-0.9889,2020-09-21 00:00:00,5
" Excellent
",0.5719,0.8625,2020-09-20 00:00:00,8
" Yeah? No, sorry, but Brad Pitt ruined it
",-0.6486,0.34,2020-09-20 00:00:00,1
" Detailed and Real
",0.0,-0.7543,2020-09-19 00:00:00,9
" My 3rd time watching Fury. Strong Character Driven War Movie I Have Ever Seen
",-0.6486,0.2732,2020-09-18 00:00:00,8
" Don't follow the bad reviews. it's an masterpiece.
",0.7876,0.9061,2020-09-10 00:00:00,10
" Accurate in some respects but fantastic in others.
",0.7615,-0.9818,2020-09-09 00:00:00,7
" No thanks.
",0.1779,-0.9838,2020-09-07 00:00:00,1
" Weired mix of propaganda, glorification of war crimes and unrealistic events
",-0.4404,-0.6914,2020-08-30 00:00:00,4
" Great movie
",0.6249,0.0,2020-08-29 00:00:00,8
" The only bad thing with this movie is...
",-0.5423,0.8979,2020-08-27 00:00:00,9
" Worth watching multiple times
",0.2263,0.7845,2020-08-24 00:00:00,10
" War is Hell
",-0.8591,0.8462,2020-08-23 00:00:00,6
" They got the Tanks' suspension right!
",0.0,-0.2481,2020-08-23 00:00:00,3
" Great film but
",0.3716,0.9612,2020-08-21 00:00:00,8
" One of my faves
",0.0,-0.0926,2020-08-20 00:00:00,8
" Fury was good
",-0.2023,0.9351,2020-08-07 00:00:00,9
" This is one of the only solid films made in the last 2 decades.
",0.1531,-0.3265,2020-08-05 00:00:00,9
" It's worth it!
",0.2942,0.4397,2020-07-30 00:00:00,8
" Not worth your time
",-0.1695,0.4118,2020-07-20 00:00:00,1
" I do not understand the low star reviews.
",0.2057,0.9238,2020-07-19 00:00:00,9
" I have watched it several times... Entertainment yes, accuracy no.
",0.5106,0.9487,2020-07-18 00:00:00,8
" good but slightly unrealistic
",0.2382,0.3604,2020-07-15 00:00:00,7
" Gripping from start to finish
",0.0,-0.5994,2020-07-15 00:00:00,9
" Brad Pitt Bomb
",-0.4939,-0.8992,2020-07-12 00:00:00,1
" ""Ideals are peaceful........history is violent.""
",0.2023,-0.7922,2020-07-10 00:00:00,8
" If you like war movies, this is one of the best.
",0.4215,-0.7226,2020-07-08 00:00:00,9
" Travels in my Tank...
",0.0,0.9602,2020-06-27 00:00:00,6
" Know what to expect and you should enjoy it
",0.4939,-0.2,2020-06-18 00:00:00,7
" One of the very best movies ever made about the (second world) war
",0.1513,0.165,2020-06-18 00:00:00,10
" Snow White and the Seven Dwarfs..!
",0.0,-0.7543,2020-06-17 00:00:00,4
" wow
",0.5859,-0.4767,2020-06-17 00:00:00,10
" A Lost Rambo Scene
",-0.3182,0.9407,2020-06-16 00:00:00,4
" good
",0.4404,-0.6808,2020-06-15 00:00:00,7
" Bloated,Bug-Eyed Brad Pitt Is Embarrassing
",-0.3818,-0.9792,2020-06-11 00:00:00,1
" Genuinely Moving Film
",0.0,0.0634,2020-06-11 00:00:00,9
" Violent and empty
",-0.6908,-0.9418,2020-06-09 00:00:00,3
" Yet another movie with characters I don't care about...no matter how hard they tried
",-0.477,-0.9251,2020-06-08 00:00:00,3
" Great
",0.6249,-0.9471,2020-06-07 00:00:00,9
" Excellent
",0.5719,-0.7227,2020-06-07 00:00:00,8
" Powerful Film
",0.4215,0.086,2020-06-07 00:00:00,10
" Very good casting
",0.4927,0.9081,2020-06-05 00:00:00,9
" Mixed feelings ...
",0.0,0.8625,2020-06-04 00:00:00,6
" Extreme heroism
",0.5859,-0.3543,2020-06-03 00:00:00,5
" Great Movie.
",0.6249,-0.3818,2020-05-30 00:00:00,9
" War Psychology
",-0.5994,-0.9961,2020-05-28 00:00:00,8
" Another Pitt masterpiece complemented by rising star Lerman
",0.6249,0.9988,2020-05-26 00:00:00,10
" Stop crying enemies of America
",-0.8176,-0.885,2020-05-25 00:00:00,8
" Definitely not my favorite....
",0.4019,-0.9398,2020-05-24 00:00:00,7
" A good film
",0.4404,-0.865,2020-05-24 00:00:00,6
" Awesome
",0.6249,0.9571,2020-05-24 00:00:00,9
" Thrilling
",0.4767,0.6114,2020-05-22 00:00:00,8
" Utter garbage
",0.0,-0.6249,2020-05-17 00:00:00,2
" Matt Francis reviews.
",0.0,0.3638,2020-05-09 00:00:00,8
" good entertainment
",0.6908,-0.8338,2020-05-07 00:00:00,7
" Good
",0.4404,0.0,2020-05-07 00:00:00,7
" Just perfect.
",0.5719,0.4659,2020-05-04 00:00:00,10
" Sven Hassel comes to America
",0.0,-0.9615,2020-05-02 00:00:00,10
" Macho, macho man
",0.0,0.1593,2020-05-01 00:00:00,3
" Great movie with some flaws
",0.6249,0.9876,2020-04-19 00:00:00,7
" WOW!
",0.6239,-0.68,2020-04-15 00:00:00,9
" Thrilling friendship, but laughable battles
",-0.0258,0.8427,2020-04-04 00:00:00,8
" Cad's Army
",0.0,0.9602,2020-04-04 00:00:00,3
" Action packed...
",0.0,0.9413,2020-03-31 00:00:00,7
" a great tank movie
",0.6249,0.3612,2020-03-29 00:00:00,10
" Only to be watched as an action movie
",0.0,-0.5515,2020-03-28 00:00:00,6
" war movies...
",-0.5994,-0.7184,2020-03-27 00:00:00,8
" Great ww2 movie
",0.6249,0.6249,2020-03-22 00:00:00,8
" One of the best war movies
",0.0772,0.9216,2020-03-17 00:00:00,10
" War is always cruelty
",-0.8316,-0.9601,2020-03-16 00:00:00,10
" A Brad Pitt film, not a WW2 film.
",0.0,-0.9843,2020-03-15 00:00:00,5
" Fake
",-0.4767,-0.9754,2020-03-13 00:00:00,3
" Gripping war film
",-0.5994,0.8999,2020-03-11 00:00:00,9
" Great movie, but the ending sucks
",-0.1779,-0.6565,2020-03-06 00:00:00,8
" It's just a story!
",0.0,-0.7507,2020-03-01 00:00:00,9
" Typical American stereotype without substance.
",-0.3182,0.8093,2020-02-29 00:00:00,1
" A Good War Movie (8.3)
",-0.25,0.9678,2020-02-28 00:00:00,8
" The best WW2 movie Ive ever watched
",0.6369,0.8408,2020-02-25 00:00:00,10
" An insult to all those great men
",0.2023,-0.7506,2020-02-24 00:00:00,1
" love this movie highly recommend.
",0.7902,0.7845,2020-02-23 00:00:00,9
" The best WW2 movie so far
",0.6369,0.6688,2020-02-22 00:00:00,9
" Very entertaining movie!!
",0.5827,0.6188,2020-02-19 00:00:00,10
" a butthole full of gung-ho American crap
",-0.3818,-0.8402,2020-02-18 00:00:00,1
" Do you love war movies? This is a fantastic and scary movie. It sends a message with style. ( C+Movie ) My Ratings 8/10
",0.1779,0.0516,2020-02-17 00:00:00,8
" Not authentic
",0.0,-0.5334,2020-02-16 00:00:00,4
" Amazing
",0.5859,0.6908,2020-02-07 00:00:00,10
" Starts well, endpart BS.
",0.2732,0.9744,2020-02-05 00:00:00,4
" Ok movie but didn't need the god talk
",-0.1583,0.2382,2020-02-04 00:00:00,2
" Pain and angry on war
",-0.8885,-0.9786,2020-02-04 00:00:00,8
" Good
",0.4404,0.6542,2020-01-31 00:00:00,7
" Realistic showcase of total war in WW2
",-0.5994,-0.9568,2020-01-30 00:00:00,10
" Not much to say - violence porn. It's going around these days.
",-0.6249,0.6898,2020-01-28 00:00:00,5
" Visually correct. Technically inaccurate and a limp storyline
",0.0,-0.0299,2020-01-26 00:00:00,1
" Abo22od
",0.0,0.8688,2020-01-24 00:00:00,9
" Abo22od
",0.0,0.659,2020-01-24 00:00:00,9
" absolute garbage
",0.0,-0.9485,2020-01-24 00:00:00,1
" Science Fiction
",0.0,-0.1937,2020-01-15 00:00:00,2
" Tanks for the memory
",0.0,-0.8464,2020-01-11 00:00:00,7
" Men often make up in wrath what they want in reason
",0.0772,-0.8872,2020-01-10 00:00:00,9
" Unbelievable
",0.2023,0.4404,2020-01-08 00:00:00,10
" Incredible
",0.0,0.9423,2020-01-08 00:00:00,8
" Generic WWII hero movie
",0.5574,-0.9802,2020-01-05 00:00:00,4
" Definitely worth a watch...
",0.5574,0.6531,2020-01-04 00:00:00,7
" Nice seeing the war from a tank perspective
",-0.2732,0.2732,2020-01-03 00:00:00,8
" The gore of war . . .
",-0.5994,0.9561,2020-01-02 00:00:00,8
" Fake Hollywood !
",-0.5255,0.72,2020-01-01 00:00:00,1
" Very Realistic
",0.0,-0.5035,2019-12-23 00:00:00,8
" The power of movies and the power of Unit in WW2
",0.0,0.9915,2019-12-18 00:00:00,10
" War is ugly and disgusting
",-0.891,-0.9022,2019-12-15 00:00:00,7
" Pitt Burns
",0.0,0.7506,2019-12-15 00:00:00,6
" Could have been so much more
",0.0,-0.99,2019-12-14 00:00:00,6
" Sven Hassel
",0.0,0.0,2019-12-11 00:00:00,3
" WW2 with laser beams
",0.0,-0.5255,2019-12-07 00:00:00,2
" Gritty war film
",-0.5994,0.9622,2019-12-04 00:00:00,9
" What an incredible film
",0.0,0.765,2019-12-02 00:00:00,10
" Respect for our Military, salute!
",0.5255,-0.0161,2019-11-24 00:00:00,10
" genre expectations: war
",-0.5994,0.5994,2019-11-23 00:00:00,7
" Brutal tanks
",-0.6249,-0.9942,2019-11-22 00:00:00,8
" Furious!!!
",-0.6784,0.72,2019-11-21 00:00:00,8
" One of the best movies
",0.6369,0.9039,2019-11-06 00:00:00,10
" furry
",0.0,-0.0516,2019-11-03 00:00:00,1
" glorification of a war criminal
",-0.6486,-0.8402,2019-10-20 00:00:00,2
" Chuck Norris film, but with Brad Pitt and more budget
",0.0,-0.4118,2019-10-17 00:00:00,2
" Love this movie
",0.6369,0.6597,2019-10-10 00:00:00,10
" my favorite movie
",0.4588,0.2247,2019-10-07 00:00:00,10
" The horror of war
",-0.8225,-0.9889,2019-10-06 00:00:00,8
" A great war movie!
",0.126,0.96,2019-10-05 00:00:00,8
" Unwatchable
",0.0,-0.296,2019-09-27 00:00:00,1
" A Fun Little Fiction About Blowing Up Nazis
",0.5106,-0.5715,2019-09-26 00:00:00,7
" Went from a great depiction of war to shoot em' up like a video game.
",0.0772,0.012,2019-09-22 00:00:00,7
" A Total Disaster Avoid This Vile Movie
",-0.886,-0.7573,2019-08-21 00:00:00,3
" Didn't know they used lasers in WW2
",0.0,-0.2732,2019-08-17 00:00:00,7
" Good tank
",0.4404,-0.5267,2019-08-17 00:00:00,9
" More WWII according to the US
",0.0,-0.9946,2019-08-02 00:00:00,3
" Fairytale
",0.0,-0.913,2019-07-21 00:00:00,1
" Enjoyable tank movie, unrealistic ending
",0.4404,0.7845,2019-07-18 00:00:00,7
" Unrealistci biased bad movie.
",-0.6808,-0.7902,2019-07-02 00:00:00,4
" Good actors desperately trying to turn silly dialogues and stupid script into a good movie
",-0.0258,-0.1546,2019-06-30 00:00:00,6
" my notes
",0.0,0.9153,2019-06-25 00:00:00,6
" A well shot film but slightly marred by hidden agenda
",0.1406,0.8916,2019-06-17 00:00:00,6
" Silly movie
",0.0258,0.9591,2019-06-16 00:00:00,1
" Worst war movie ever
",-0.8402,-0.5561,2019-06-16 00:00:00,1
" Made me cry
",-0.4767,0.3788,2019-05-25 00:00:00,10
" Fury: My Good, Bad, and Ugly
",-0.8225,-0.9907,2019-05-20 00:00:00,7
" A good movie no needs to be an historical documentary.
",0.1779,0.3314,2019-05-19 00:00:00,8
" A good boys own story with unbelievable ending
",0.5719,-0.8008,2019-05-19 00:00:00,5
" Could've been the new Saving Private Ryan, but missed the mark
",-0.4215,-0.9969,2019-04-28 00:00:00,7
" Why do we have to keep doing cliche war movies?
",-0.5994,0.0,2019-04-14 00:00:00,3
" The Final Chapter Destroyed Fury
",-0.7845,-0.9747,2019-04-09 00:00:00,4
" Just excellent and this is all you need to know about it!
",0.6114,-0.517,2019-04-07 00:00:00,9
" Best film ever!
",0.6696,0.8126,2019-04-05 00:00:00,10
" Great WW2 Tank Focused Film With Subpar Script
",0.7717,0.3297,2019-04-01 00:00:00,6
" Oh boy, run now you still can ...
",0.0,-0.7118,2019-03-30 00:00:00,1
" Really remarkable ACTION movie.
",0.5984,0.6365,2019-03-25 00:00:00,7
" One of the best.
",0.6369,0.9529,2019-03-19 00:00:00,10
" More like a fantasy or superhero movie
",0.4201,-0.9967,2019-03-10 00:00:00,1
" Banger
",0.0,0.9669,2019-02-28 00:00:00,10
" A fantastic war movie.
",-0.0772,0.8207,2019-02-25 00:00:00,10
" 1 STAR?!
",0.0,0.9134,2019-02-12 00:00:00,10
" Biggest waste of time i'll never get back
",-0.4215,-0.6453,2019-02-06 00:00:00,1
" The only movie that portrayes the enemy as human.
",-0.5423,-0.9877,2019-01-23 00:00:00,10
" Solid
",0.1531,-0.9791,2019-01-15 00:00:00,8
" Fury is paying to watch it
",-0.5719,-0.7579,2019-01-03 00:00:00,1
" Cheesy....Not worth the Time
",0.2263,-0.6876,2018-12-29 00:00:00,3
" Unrealistic, BUT highly enjoyable
",0.6474,0.9567,2018-12-26 00:00:00,9
" Garbage.
",0.0,-0.9621,2018-12-22 00:00:00,1
" Damaged by war!
",-0.7959,-0.9741,2018-12-19 00:00:00,8
" Great movie, although sometimes a bit hard to believe
",0.5719,0.7083,2018-12-16 00:00:00,9
" To me it was good!
",0.4926,0.5969,2018-12-14 00:00:00,9
" Goooood thats great!!!!!!! Â¡!!!!!!!!!!!!!!!!!
",0.0,0.0,2018-12-09 00:00:00,10
" FURY
",-0.5719,-0.2808,2018-11-27 00:00:00,10
" trash
",0.0,-0.8873,2018-11-25 00:00:00,1
" Started off with promise but not a good end
",-0.3525,-0.3612,2018-11-16 00:00:00,5
" Loved it
",0.5994,-0.088,2018-11-14 00:00:00,9
" Best army movie I have ever seen
",0.6369,0.8221,2018-11-03 00:00:00,10
" Maybe in a Mirror Universe things happened like this
",0.3612,-0.9269,2018-10-30 00:00:00,1
" Great performance of Brad Pitt
",0.6249,-0.5935,2018-10-25 00:00:00,7
" Good performance, bad plot
",-0.1531,-0.9406,2018-10-15 00:00:00,6
" TENSE
",-0.34,-0.9391,2018-10-02 00:00:00,7
" A war movie in a classic way.
",-0.5994,0.9619,2018-09-20 00:00:00,7
" Pointless and Nihilistic, but Perhaps Pointlessness is the Point?
",0.0,-0.9818,2018-09-17 00:00:00,6
" Intriguing
",0.0,-0.9002,2018-09-10 00:00:00,8
" For those who feast on comic-book violence, a much welcome wake-up call
",-0.2732,0.9789,2018-09-09 00:00:00,10
" Verschrikkelijk
",0.0,-0.7261,2018-09-08 00:00:00,1
" Fury's message: War is bad
",-0.8126,-0.9983,2018-09-01 00:00:00,3
" Actually not that bad, except for the final battle
",0.0644,0.2516,2018-08-31 00:00:00,7
" It's a action film. Not a bloody documentary. The donuts on here are saddos.
",0.3412,-0.4949,2018-08-19 00:00:00,8
" A sorry excuse for a war movie...
",-0.5994,-0.9652,2018-08-14 00:00:00,2
" Had to stop watching it because it was awful
",-0.6369,-0.9688,2018-08-01 00:00:00,3
" Starts on a high and deteriorates.
",0.0,-0.9737,2018-07-30 00:00:00,2
" A reason not to go war ever again
",0.4847,0.8918,2018-07-27 00:00:00,10
" Swizz!
",0.0,-0.7332,2018-07-22 00:00:00,1
" Effect chasing foul-mouthing instead of realism
",0.0,-0.8442,2018-07-17 00:00:00,5
" Waste of time
",-0.4215,-0.8488,2018-07-01 00:00:00,2
" Awesome movie with a sad ending.
",0.25,-0.7184,2018-07-01 00:00:00,10
" Leave These Weenie Movie Critics Back Home with MSNBC and CNN
",-0.34,-0.9951,2018-06-30 00:00:00,10
" Logan's performance carried this movie
",0.0,0.9446,2018-06-23 00:00:00,10
" It's a film
",0.0,0.6844,2018-06-15 00:00:00,9
" Loved it! Great acting, was on the edge of the seat most of the times
",0.8516,-0.5851,2018-06-10 00:00:00,10
" Like if we were here
",0.3612,-0.9799,2018-06-04 00:00:00,10
" It's alright
",0.25,-0.9055,2018-06-04 00:00:00,6
" This movie not only insults American servicemen, it insults the veiwer as well.
",0.6969,-0.8868,2018-05-28 00:00:00,1
" War is not a show-off.
",-0.5994,0.1943,2018-05-27 00:00:00,1
" Well made and authentic, with ""Beast of War"" one of the best WW2 tank movies ever made.
",0.34,-0.9992,2018-05-23 00:00:00,10
" ""Ideals are peaceful, history is violent""
",0.0258,0.4629,2018-05-20 00:00:00,8
" Silly Hollywood Fantasy Insults Historians, Veterans, and Anyone Intelligent
",0.0772,-0.8656,2018-04-25 00:00:00,2
" Strong performances and special effects pick up the slack of this schnooze-fest.
",0.7184,-0.8963,2018-04-24 00:00:00,6
" More like a video game than a movie
",0.4201,-0.8834,2018-04-16 00:00:00,3
" The evil face of war
",-0.8519,0.7391,2018-03-24 00:00:00,8
" All the bad reviews here are from fat battlefield players.
",-0.7269,0.923,2018-03-21 00:00:00,9
" Brad Pitt's Fury
",-0.5719,-0.9779,2018-03-01 00:00:00,8
" Norman Ellison: You see this right here? That is your heart line. You're gonna have one great love in your life.
",0.8519,-0.978,2018-02-25 00:00:00,5
" What a waste
",-0.4215,-0.8972,2018-02-17 00:00:00,4
" Another unrealistic propaganda
",-0.25,-0.9942,2018-02-11 00:00:00,1
" Lerman Shines
",0.0,-0.9968,2018-02-08 00:00:00,8
" This isn't your DC's Ayer
",0.0,0.672,2018-01-21 00:00:00,8
" The Devil watches ois own
",-0.6597,-0.9525,2018-01-16 00:00:00,9
" Total bloody nonsense
",-0.6808,-0.9833,2018-01-09 00:00:00,1
" Solid, realistic war film, if unspectacular
",-0.5106,-0.9747,2018-01-02 00:00:00,7
" In a small space made of steel
",0.0,-0.5267,2017-12-30 00:00:00,7
" Ideals are peaceful. History is violent.
",0.0258,0.9259,2017-12-25 00:00:00,8
" Terrible acting and unrealistic
",-0.4767,0.2975,2017-12-18 00:00:00,3
" One of the worst WWII movies iÂ´ve ever seen
",-0.6249,-0.7351,2017-12-16 00:00:00,1
" Simple And Straightforward With Some Excellent Tank Battle Scenes
",0.2732,-0.9987,2017-12-07 00:00:00,7
" Good enough... up until the last scene
",0.4404,-0.9433,2017-12-04 00:00:00,6
" A high school version of the real thing.
",0.0,-0.4657,2017-11-21 00:00:00,1
" Why the Hate?
",-0.5719,0.9775,2017-11-18 00:00:00,10
" Out of touch
",0.0,-0.9957,2017-11-17 00:00:00,5
" Good performance wasted on bad story
",-0.5859,-0.4955,2017-09-18 00:00:00,5
" Another film showing how hard and violent war is
",-0.8481,-0.9729,2017-08-13 00:00:00,7
" Lighten up people - Don't get all the negative reviews
",-0.5719,0.9513,2017-08-02 00:00:00,10
" Utter Awfulness
",0.0,-0.9733,2017-07-31 00:00:00,1
" I'm Over rating this
",0.0,0.6275,2017-07-01 00:00:00,3
" Not a fan
",-0.2411,-0.9845,2017-06-15 00:00:00,2
" I lost IQ points watching this
",-0.3182,-0.9799,2017-06-14 00:00:00,1
" One Of The Best War Movies In The Past 20 Years
",0.0772,-0.959,2017-06-10 00:00:00,8
" Worst movie ever....Rambo was better.
",-0.296,-0.9543,2017-06-08 00:00:00,1
" Another John Wayne style movie
",0.0,-0.9423,2017-06-06 00:00:00,1
" Hardcore
",0.0,0.9259,2017-06-04 00:00:00,9
" A compelling achievement
",0.2263,-0.9787,2017-06-01 00:00:00,8
" Ratings by losers....
",0.0,-0.9792,2017-05-31 00:00:00,10
" Not totally unrealistic....in spite of what people think.
",0.4556,-0.8975,2017-05-22 00:00:00,6
" Truly awful film
",-0.0258,-0.9007,2017-05-11 00:00:00,1
" Who's Rewriting History
",0.0,-0.9561,2017-04-22 00:00:00,1
" Infantile Nonsense
",-0.4019,-0.8316,2017-04-22 00:00:00,1
" Much better than expected, even very good
",0.7264,0.8912,2017-04-15 00:00:00,7
" Pro War, Pro God, Pro Hero, Pro Dumb Chicken
",-0.3612,-0.9664,2017-04-05 00:00:00,1
" Gritty and great
",0.6249,-0.9785,2017-04-03 00:00:00,8
" Exciting if flawed Second World War tank action
",-0.1779,-0.9917,2017-04-01 00:00:00,7
" Unbelievable, farcical and boring
",-0.128,0.7854,2017-03-25 00:00:00,1
" I'm shaking my head in disbelief...
",-0.1779,-0.9791,2017-03-24 00:00:00,2
" Garbage movie summed it up
",0.0,-0.9932,2017-03-20 00:00:00,1
" Lack of a real reaction and comradery in a pivotal moment
",-0.3182,-0.9963,2017-02-22 00:00:00,6
" Starts good, ends predictably
",0.4404,-0.9945,2017-02-15 00:00:00,7
" I struggled to the half way mark.. then gave up..
",-0.34,-0.9899,2017-01-30 00:00:00,2
" Not bad at all, but could still be better
",0.698,0.9916,2017-01-13 00:00:00,8
" How to ruin a war movie within the final 20 minutes.
",-0.8271,-0.5039,2017-01-10 00:00:00,5
" Great work
",0.6249,-0.8439,2021-04-04 00:00:00,9
" Great acting. Touching story.
",0.6249,0.9464,2021-03-27 00:00:00,8
" A Turkish Seven Samurai on a mountain top? It works.
",0.2023,0.885,2021-03-11 00:00:00,7
" Not worth your time
",-0.1695,-0.8074,2021-03-09 00:00:00,1
" Quite good movie.
",0.4927,0.8633,2021-01-17 00:00:00,7
" Pretty good for what it is
",0.7269,0.8545,2020-11-24 00:00:00,7
" Masterpiece
",0.6249,0.6697,2020-11-17 00:00:00,9
" Was that really Turkish !!!
",0.0,0.7906,2020-09-04 00:00:00,10
" Watched it by mistake - enjoyed throughly
",0.2263,-0.3617,2020-07-04 00:00:00,9
" One of the greatest military movies!!!!!
",0.7482,0.9576,2020-06-19 00:00:00,10
" extremely overrated
",0.0,-0.8723,2020-05-26 00:00:00,2
" Masterpiece.... No... Average Military Flick.. Yes. 100K+ REviews - Somethings Fishy
",0.4019,0.7099,2020-05-24 00:00:00,6
" AWFUL
",-0.4588,-0.5289,2020-04-20 00:00:00,1
" Bringing patriotic movies to a ridiculous climax
",-0.3612,0.2247,2020-03-08 00:00:00,3
" Must watchable, best film
",0.6369,0.9708,2020-03-05 00:00:00,8
" The truth
",0.3182,0.636,2020-02-29 00:00:00,10
" Just Outstanding
",0.6124,0.9757,2020-02-15 00:00:00,10
